sp,chr,loc,score,msp,mchr,mloc
gorilla,19,50000000,1752,human,19,49000000,inversed
human,11,30000000,2264,chimp,11,24000000,same orientation
gorilla,18,49000000,2014,human,18,45000000,same orientation
gorilla,11,13000000,2010,chimp,11,40000000,inversed
gorilla,11,13000000,1975,human,11,46000000,inversed
chimp,3,163000000,2112,human,3,158000000,inversed
chimp,5,50000000,1728,gorilla,17,33000000,inversed
gorilla,15,45000000,1750,human,15,29000000,inversed
gorilla,15,45000000,312,chimp,15,43000000,inversed
gorilla,7,126000000,2422,chimp,7,128000000,same orientation
human,6,96000000,2440,chimp,6,103000000,inversed
human,6,96000000,2243,gorilla,6,102000000,inversed
gorilla,19,28000000,2011,human,19,27000000,same orientation
chimp,10,113000000,1852,human,10,83000000,same orientation
gorilla,10,132000000,2108,human,10,99000000,inversed
gorilla,10,132000000,2056,chimp,10,92000000,inversed
human,5,60000000,2795,chimp,5,47000000,same orientation
human,10,18000000,1925,gorilla,10,18000000,inversed
human,10,18000000,1831,chimp,10,18000000,inversed
human,22,25000000,1911,chimp,22,34000000,inversed
human,22,25000000,1871,chimp,22,9000000,inversed
gorilla,14,63000000,1622,chimp,14,63000000,same orientation
gorilla,14,63000000,446,human,14,63000000,same orientation
chimp,10,91000000,2063,human,10,98000000,same orientation
chimp,12,42000000,1837,human,12,73000000,inversed
human,10,51000000,2044,gorilla,10,67000000,same orientation
human,10,51000000,603,chimp,10,53000000,same orientation
gorilla,14,54000000,1581,chimp,14,54000000,same orientation
human,X,0,1717,chimp,X,1000000,inversed
chimp,13,93000000,1355,human,13,68000000,inversed
chimp,13,93000000,730,human,13,69000000,inversed
human,10,66000000,1782,gorilla,10,82000000,same orientation
gorilla,20,9000000,2366,human,20,8000000,same orientation
chimp,2A,17000000,2105,human,2,56000000,inversed
chimp,2A,17000000,1800,gorilla,2A,57000000,inversed
chimp,X,44000000,1932,gorilla,X,14000000,inversed
chimp,X,44000000,1927,human,X,12000000,inversed
gorilla,18,29000000,2195,human,18,30000000,inversed
human,12,3000000,2270,chimp,12,2000000,inversed
human,12,3000000,2219,gorilla,12,2000000,inversed
gorilla,1,91000000,2191,chimp,1,104000000,inversed
gorilla,1,91000000,2181,human,1,97000000,inversed
human,5,57000000,2375,gorilla,17,35000000,same orientation
human,X,35000000,2008,chimp,X,13000000,same orientation
gorilla,1,0,546,gorilla,15,82000000,inversed
human,19,22000000,2349,chimp,19,22000000,inversed
human,19,22000000,451,gorilla,19,22000000,inversed
human,19,22000000,384,gorilla,19,23000000,inversed
chimp,4,81000000,2494,human,4,108000000,inversed
chimp,4,81000000,1184,gorilla,4,121000000,inversed
chimp,4,81000000,1133,gorilla,4,120000000,inversed
human,3,11000000,2114,chimp,3,66000000,inversed
human,3,11000000,1820,gorilla,3,67000000,inversed
human,14,18000000,2235,chimp,14,18000000,same orientation
human,14,18000000,1811,gorilla,14,18000000,same orientation
human,4,36000000,2294,chimp,4,37000000,same orientation
human,4,36000000,2090,gorilla,4,36000000,same orientation
gorilla,7,111000000,1581,chimp,7,113000000,same orientation
gorilla,7,111000000,1578,chimp,7,191000000,same orientation
chimp,9,86000000,1870,human,9,84000000,same orientation
human,1,29000000,2445,chimp,1,44000000,same orientation
human,19,53000000,1812,chimp,19,56000000,same orientation
human,19,53000000,581,gorilla,19,55000000,same orientation
gorilla,15,35000000,1803,chimp,15,33000000,same orientation
human,15,37000000,2286,chimp,15,35000000,inversed
human,15,37000000,2213,gorilla,15,36000000,inversed
chimp,8,94000000,2339,gorilla,8,132000000,inversed
gorilla,1,39000000,1897,chimp,1,26000000,inversed
gorilla,1,39000000,1889,human,1,33000000,inversed
human,11,61000000,2040,gorilla,11,65000000,inversed
human,11,61000000,2029,chimp,11,65000000,inversed
human,10,99000000,1341,chimp,10,91000000,same orientation
human,10,99000000,928,chimp,10,92000000,same orientation
chimp,3,28000000,2307,human,3,49000000,inversed
chimp,5,53000000,2358,human,5,65000000,same orientation
gorilla,4,31000000,2374,chimp,4,31000000,same orientation
gorilla,4,31000000,2311,human,4,30000000,same orientation
chimp,10,59000000,2422,human,10,56000000,same orientation
chimp,10,59000000,2254,gorilla,10,73000000,same orientation
chimp,7,162000000,956,human,7,58000000,same orientation
chimp,7,162000000,801,chimp,21,35000000,same orientation
chimp,7,162000000,771,gorilla,X,59000000,same orientation
chimp,7,162000000,767,chimp,8,43000000,same orientation
chimp,7,162000000,726,chimp,3,101000000,same orientation
chimp,7,162000000,684,chimp,5,64000000,same orientation
chimp,15,46000000,2214,gorilla,15,47000000,same orientation
gorilla,4,2000000,1620,human,4,3000000,inversed
gorilla,4,2000000,831,chimp,4,1000000,inversed
gorilla,4,2000000,709,chimp,4,2000000,inversed
chimp,1,114000000,2092,human,1,113000000,same orientation
chimp,1,114000000,2040,gorilla,1,117000000,same orientation
human,3,117000000,2072,gorilla,3,98000000,inversed
chimp,9,79000000,2414,human,9,77000000,same orientation
chimp,14,27000000,1938,human,14,26000000,same orientation
chimp,14,27000000,1556,gorilla,14,26000000,same orientation
chimp,3,80000000,2494,human,3,81000000,inversed
chimp,3,80000000,2303,gorilla,3,83000000,inversed
gorilla,13,95000000,1394,human,13,67000000,inversed
human,9,82000000,2075,chimp,9,83000000,same orientation
gorilla,X,32000000,2170,human,X,29000000,same orientation
gorilla,5,50000000,2160,human,17,29000000,same orientation
human,7,147000000,2181,chimp,7,208000000,inversed
chimp,4,32000000,2231,human,4,30000000,same orientation
chimp,4,32000000,2176,gorilla,4,31000000,same orientation
gorilla,6,108000000,1965,chimp,6,108000000,same orientation
gorilla,6,108000000,659,chimp,6,173000000,same orientation
human,16,60000000,2022,gorilla,16,63000000,inversed
gorilla,1,198000000,2086,chimp,1,193000000,same orientation
chimp,11,38000000,2422,human,11,43000000,same orientation
gorilla,2B,130000000,1966,human,2,233000000,same orientation
human,10,124000000,2305,chimp,10,126000000,inversed
gorilla,5,67000000,2379,chimp,5,31000000,same orientation
gorilla,5,67000000,2309,human,5,78000000,same orientation
chimp,14,4000000,1866,human,14,3000000,same orientation
chimp,14,4000000,1460,gorilla,14,4000000,same orientation
gorilla,2B,107000000,1544,chimp,2B,106000000,same orientation
human,12,109000000,1244,gorilla,12,111000000,same orientation
gorilla,19,0,1515,gorilla,3,199000000,inversed
gorilla,19,0,1224,gorilla,10,41000000,inversed
gorilla,19,0,965,gorilla,16,80000000,inversed
gorilla,19,0,937,gorilla,5,165000000,inversed
gorilla,19,0,880,gorilla,1,208000000,inversed
gorilla,19,0,834,gorilla,1,0,inversed
gorilla,19,0,645,gorilla,7,46000000,inversed
gorilla,19,0,627,gorilla,4,128000000,inversed
gorilla,19,0,495,human,1,198000000,inversed
gorilla,19,0,450,human,1,178000000,inversed
chimp,14,10000000,2028,human,14,9000000,same orientation
chimp,14,10000000,1829,gorilla,14,10000000,same orientation
human,1,97000000,2120,gorilla,1,91000000,inversed
gorilla,12,5000000,1826,human,12,0,inversed
chimp,5,158000000,1585,gorilla,5,140000000,inversed
chimp,5,158000000,283,chimp,Y,19000000,inversed
chimp,5,158000000,271,chimp,Y,24000000,inversed
chimp,10,109000000,2488,gorilla,10,115000000,inversed
gorilla,11,83000000,2443,chimp,11,82000000,same orientation
gorilla,3,17000000,2120,human,3,60000000,inversed
gorilla,7,41000000,1957,chimp,7,42000000,inversed
chimp,19,56000000,1879,gorilla,19,55000000,inversed
human,17,19000000,1804,gorilla,5,60000000,inversed
gorilla,1,19000000,1948,human,1,17000000,same orientation
gorilla,1,19000000,1932,chimp,1,17000000,same orientation
gorilla,3,165000000,2456,human,3,156000000,inversed
chimp,11,15000000,2069,gorilla,11,39000000,inversed
gorilla,14,7000000,2199,chimp,14,6000000,same orientation
gorilla,14,7000000,2193,human,14,6000000,same orientation
chimp,5,64000000,418,gorilla,1,123000000,same orientation
chimp,5,64000000,319,gorilla,1,127000000,same orientation
chimp,1,108000000,2030,gorilla,1,109000000,inversed
chimp,15,43000000,1812,human,15,29000000,inversed
chimp,7,155000000,1839,gorilla,7,153000000,same orientation
gorilla,7,156000000,1206,human,7,150000000,inversed
chimp,6,64000000,2242,gorilla,6,64000000,inversed
human,12,35000000,2235,chimp,12,21000000,same orientation
human,12,35000000,1874,gorilla,12,35000000,same orientation
human,12,35000000,1428,gorilla,X,59000000,same orientation
human,12,35000000,1278,chimp,5,64000000,same orientation
human,12,35000000,1248,chimp,8,43000000,same orientation
human,12,35000000,1154,gorilla,7,59000000,same orientation
human,12,35000000,1146,human,X,55000000,same orientation
human,12,35000000,1096,chimp,1,123000000,same orientation
human,12,35000000,1086,gorilla,11,51000000,same orientation
gorilla,16,71000000,2025,human,16,66000000,inversed
chimp,2B,85000000,1824,human,2,190000000,same orientation
chimp,2B,85000000,1401,gorilla,2B,85000000,same orientation
chimp,X,109000000,2446,human,Y,3000000,inversed
chimp,X,109000000,2005,gorilla,X,89000000,inversed
gorilla,13,18000000,1937,chimp,13,17000000,same orientation
gorilla,3,82000000,2105,human,3,80000000,same orientation
human,13,84000000,2357,chimp,13,77000000,inversed
human,13,84000000,2304,gorilla,13,78000000,inversed
human,20,31000000,322,gorilla,20,29000000,same orientation
chimp,2A,101000000,2208,human,2,93000000,inversed
chimp,15,20000000,2655,gorilla,15,15000000,inversed
human,6,65000000,1854,chimp,6,60000000,same orientation
chimp,11,76000000,2585,human,11,76000000,inversed
chimp,7,212000000,1467,gorilla,21,1000000,inversed
chimp,7,212000000,361,human,21,0,inversed
chimp,7,212000000,282,gorilla,9,43000000,inversed
gorilla,3,106000000,2097,human,3,109000000,inversed
human,9,100000000,2087,chimp,9,102000000,same orientation
human,9,100000000,1688,gorilla,9,111000000,same orientation
human,13,54000000,2234,chimp,13,55000000,same orientation
human,13,54000000,2220,gorilla,13,55000000,same orientation
human,13,54000000,252,chimp,13,54000000,same orientation
chimp,19,35000000,929,gorilla,19,37000000,inversed
chimp,19,35000000,928,human,19,37000000,inversed
gorilla,4,146000000,2301,human,4,132000000,same orientation
gorilla,4,146000000,2258,chimp,4,136000000,same orientation
chimp,13,94000000,1017,gorilla,13,94000000,same orientation
gorilla,17,66000000,2090,human,5,27000000,same orientation
human,3,174000000,2388,chimp,3,147000000,inversed
human,3,174000000,2115,gorilla,3,147000000,inversed
chimp,2B,23000000,2651,human,2,136000000,inversed
human,13,63000000,2290,chimp,13,64000000,same orientation
human,13,63000000,2004,gorilla,13,64000000,same orientation
gorilla,4,171000000,2171,human,4,157000000,same orientation
gorilla,4,171000000,2157,chimp,4,161000000,same orientation
gorilla,17,51000000,2072,human,5,42000000,same orientation
human,7,33000000,2228,gorilla,7,33000000,same orientation
human,7,33000000,2124,chimp,7,32000000,same orientation
human,7,124000000,2436,chimp,7,104000000,inversed
human,7,124000000,2176,gorilla,7,101000000,inversed
human,12,55000000,1684,gorilla,12,74000000,inversed
human,8,66000000,349,gorilla,8,67000000,inversed
chimp,14,59000000,2218,human,14,67000000,inversed
human,4,73000000,2687,chimp,4,54000000,inversed
gorilla,2B,129000000,1937,human,2,231000000,inversed
chimp,11,112000000,1529,gorilla,11,108000000,inversed
gorilla,16,30000000,1717,human,16,73000000,same orientation
gorilla,16,30000000,1434,chimp,16,76000000,same orientation
gorilla,5,32000000,1665,human,17,43000000,same orientation
gorilla,X,50000000,2240,human,X,46000000,same orientation
chimp,X,167000000,2340,human,X,120000000,inversed
chimp,X,167000000,2196,gorilla,X,129000000,inversed
human,6,132000000,2614,chimp,6,129000000,inversed
human,6,132000000,2463,gorilla,6,129000000,inversed
gorilla,8,79000000,2234,chimp,8,78000000,same orientation
chimp,14,45000000,1781,human,14,44000000,same orientation
chimp,14,45000000,1520,gorilla,14,44000000,same orientation
chimp,5,155000000,2182,gorilla,5,143000000,inversed
chimp,10,104000000,1993,gorilla,10,120000000,inversed
human,13,42000000,2090,chimp,13,42000000,inversed
human,9,71000000,2290,chimp,9,90000000,inversed
human,9,71000000,2231,gorilla,9,97000000,inversed
chimp,15,24000000,1849,gorilla,15,25000000,same orientation
chimp,15,24000000,274,human,15,48000000,same orientation
chimp,1,176000000,1797,gorilla,1,180000000,same orientation
human,17,14000000,2117,chimp,17,39000000,inversed
chimp,11,18000000,1896,gorilla,11,36000000,inversed
chimp,11,18000000,416,gorilla,11,35000000,inversed
chimp,1,105000000,1015,human,1,106000000,inversed
chimp,1,105000000,296,gorilla,1,116000000,inversed
chimp,1,105000000,292,human,1,111000000,inversed
chimp,5,31000000,2368,human,5,78000000,same orientation
chimp,5,31000000,1231,gorilla,5,66000000,same orientation
chimp,5,31000000,929,gorilla,5,67000000,same orientation
chimp,X,53000000,2201,human,X,50000000,same orientation
chimp,X,53000000,1742,gorilla,X,54000000,same orientation
human,5,64000000,2428,gorilla,17,33000000,inversed
gorilla,3,168000000,2422,human,3,153000000,inversed
chimp,7,100000000,1742,gorilla,7,98000000,same orientation
human,1,32000000,2112,gorilla,1,40000000,inversed
chimp,3,25000000,2424,human,3,52000000,inversed
gorilla,4,64000000,2164,human,4,52000000,same orientation
chimp,X,64000000,982,human,X,60000000,same orientation
chimp,X,64000000,347,gorilla,X,64000000,same orientation
gorilla,17,66000000,1851,chimp,5,83000000,inversed
chimp,7,73000000,1554,gorilla,7,69000000,inversed
chimp,7,137000000,2065,human,7,130000000,same orientation
chimp,7,137000000,2057,gorilla,7,134000000,same orientation
human,6,111000000,2057,chimp,6,158000000,same orientation
chimp,13,4000000,2291,human,13,3000000,same orientation
chimp,13,4000000,2189,gorilla,13,4000000,same orientation
gorilla,2A,91000000,497,human,7,57000000,same orientation
gorilla,2A,91000000,460,chimp,2A,90000000,same orientation
gorilla,2A,91000000,436,human,2,88000000,same orientation
gorilla,2A,91000000,426,chimp,16,31000000,same orientation
gorilla,2A,91000000,392,human,22,5000000,same orientation
gorilla,2A,91000000,388,gorilla,22,6000000,same orientation
gorilla,2A,91000000,381,human,16,30000000,same orientation
gorilla,2A,91000000,305,human,10,39000000,same orientation
gorilla,2A,91000000,277,gorilla,16,33000000,same orientation
chimp,15,13000000,1666,human,15,51000000,same orientation
human,12,93000000,2299,gorilla,12,88000000,inversed
chimp,1,141000000,2254,human,1,153000000,same orientation
gorilla,13,7000000,2030,chimp,13,6000000,same orientation
gorilla,13,7000000,1945,human,13,6000000,same orientation
chimp,1,5000000,1464,gorilla,1,5000000,same orientation
chimp,1,5000000,676,human,1,5000000,same orientation
gorilla,6,140000000,2095,human,6,121000000,inversed
gorilla,10,80000000,2054,chimp,10,65000000,same orientation
gorilla,10,80000000,1959,human,10,63000000,same orientation
chimp,14,72000000,1220,gorilla,14,71000000,same orientation
chimp,14,72000000,370,human,14,54000000,same orientation
chimp,1,78000000,1809,human,1,79000000,same orientation
chimp,14,37000000,727,gorilla,14,36000000,inversed
chimp,19,39000000,521,gorilla,19,33000000,same orientation
gorilla,X,67000000,1549,chimp,X,66000000,same orientation
gorilla,X,67000000,1469,human,X,62000000,same orientation
human,1,83000000,2723,chimp,1,89000000,same orientation
human,X,70000000,2265,gorilla,X,70000000,inversed
chimp,18,22000000,2630,human,18,34000000,inversed
human,13,36000000,2749,chimp,13,45000000,same orientation
chimp,15,0,568,gorilla,15,1000000,inversed
chimp,15,0,506,human,22,2000000,inversed
chimp,15,0,499,human,15,0,inversed
chimp,15,0,490,human,16,32000000,inversed
chimp,15,0,451,chimp,22,0,inversed
chimp,15,0,410,human,16,30000000,inversed
chimp,15,0,398,gorilla,9,48000000,inversed
chimp,15,0,392,gorilla,15,0,inversed
chimp,15,0,374,gorilla,9,49000000,inversed
chimp,15,0,370,chimp,17,30000000,inversed
gorilla,10,100000000,1631,human,10,82000000,same orientation
gorilla,10,100000000,1579,chimp,10,85000000,same orientation
gorilla,10,100000000,401,chimp,10,47000000,same orientation
gorilla,10,100000000,368,human,10,73000000,same orientation
gorilla,10,100000000,349,chimp,10,65000000,same orientation
human,3,179000000,2017,chimp,3,142000000,inversed
human,3,179000000,1547,gorilla,3,142000000,inversed
human,3,179000000,303,gorilla,3,141000000,inversed
gorilla,4,124000000,2182,chimp,4,114000000,same orientation
gorilla,4,124000000,2141,human,4,111000000,same orientation
human,16,29000000,2063,chimp,16,30000000,same orientation
human,16,29000000,1905,gorilla,16,32000000,same orientation
human,10,112000000,2068,chimp,10,105000000,same orientation
human,21,32000000,1899,gorilla,21,33000000,same orientation
human,21,32000000,1728,chimp,21,31000000,same orientation
chimp,3,46000000,2596,human,3,31000000,inversed
