sp,chr,loc,score,msp,mchr,mloc,color
gorilla,16,56650000,1955,chimp,16,54350000,same orientation
gorilla,16,56650000,546,chimp,16,54400000,same orientation
human,16,7800000,2790,chimp,16,8150000,same orientation
human,16,7800000,1418,gorilla,16,8150000,same orientation
human,16,7800000,1024,gorilla,16,8100000,same orientation
gorilla,16,79950000,409,chimp,16,77550000,same orientation
human,16,15350000,1571,chimp,16,16100000,inversed
human,16,44550000,2735,chimp,16,46350000,same orientation
chimp,16,2550000,2403,human,16,300000,inversed
chimp,16,500000,1798,gorilla,16,350000,inversed
chimp,16,500000,901,gorilla,16,400000,inversed
chimp,16,27250000,1942,gorilla,16,23800000,inversed
chimp,16,27250000,881,gorilla,16,23850000,inversed
gorilla,16,27050000,2378,human,16,24350000,same orientation
gorilla,16,27050000,320,human,16,24400000,same orientation
gorilla,16,79350000,2245,human,16,74450000,same orientation
human,16,48650000,2451,gorilla,16,52750000,same orientation
human,16,48650000,1554,chimp,16,50450000,same orientation
human,16,48650000,1487,chimp,16,50500000,same orientation
human,16,48650000,331,gorilla,16,52700000,same orientation
chimp,16,77500000,813,gorilla,16,79700000,inversed
chimp,16,77500000,605,human,16,74750000,inversed
gorilla,16,44450000,1613,chimp,16,33050000,inversed
gorilla,16,44450000,1321,chimp,16,33100000,inversed
chimp,16,55450000,2005,human,16,53450000,same orientation
chimp,16,55450000,1051,gorilla,16,57800000,same orientation
chimp,16,55450000,558,human,16,53500000,same orientation
chimp,16,2600000,1719,gorilla,16,2500000,same orientation
chimp,16,2600000,723,gorilla,16,2550000,same orientation
gorilla,16,12350000,1496,chimp,16,3000000,inversed
gorilla,16,12350000,990,human,16,14750000,inversed
gorilla,16,12350000,268,chimp,16,15100000,inversed
human,16,35350000,2253,chimp,16,38100000,same orientation
human,16,35350000,600,chimp,16,38150000,same orientation
chimp,16,58800000,3001,gorilla,16,63900000,inversed
gorilla,16,42400000,2673,chimp,16,35050000,inversed
gorilla,16,42400000,390,chimp,16,35100000,inversed
human,16,7200000,1978,chimp,16,7550000,same orientation
human,16,7200000,1518,gorilla,16,7500000,same orientation
human,16,7200000,486,gorilla,16,7550000,same orientation
human,16,7200000,280,chimp,16,7500000,same orientation
chimp,16,76250000,2644,human,16,73700000,same orientation
chimp,16,76250000,2215,gorilla,16,78600000,same orientation
chimp,16,76250000,350,gorilla,16,29900000,same orientation
chimp,16,21200000,3201,human,16,20050000,inversed
chimp,16,21200000,259,gorilla,16,22250000,inversed
human,16,30400000,2132,gorilla,16,34450000,inversed
human,16,30400000,1393,gorilla,16,34400000,inversed
gorilla,16,39050000,1908,chimp,16,38400000,inversed
gorilla,16,39050000,1795,human,16,35600000,inversed
chimp,16,41250000,2994,human,16,33450000,same orientation
gorilla,16,69700000,1532,human,16,67450000,inversed
gorilla,16,69700000,1251,human,16,67500000,inversed
human,16,60350000,363,chimp,16,62500000,inversed
chimp,16,13850000,2657,human,16,13400000,same orientation
chimp,16,13850000,1209,gorilla,16,13950000,same orientation
chimp,16,13850000,1116,gorilla,16,14000000,same orientation
human,16,50950000,3016,chimp,16,52850000,same orientation
human,16,50950000,2594,gorilla,16,55100000,same orientation
gorilla,16,33650000,803,chimp,16,80400000,same orientation
gorilla,16,33650000,643,chimp,16,42950000,same orientation
gorilla,16,33650000,518,human,16,32000000,same orientation
human,16,19950000,2532,gorilla,16,22300000,inversed
human,16,19950000,624,chimp,16,21300000,inversed
human,16,19950000,610,gorilla,16,23100000,inversed
human,16,19950000,396,gorilla,16,23150000,inversed
chimp,16,62450000,1908,gorilla,16,64850000,same orientation
chimp,16,62450000,1465,human,16,60300000,same orientation
chimp,16,62450000,1291,human,16,60250000,same orientation
chimp,16,62450000,1025,human,16,55950000,same orientation
chimp,16,62450000,369,gorilla,16,64800000,same orientation
human,16,66300000,2862,chimp,16,68500000,inversed
human,16,66300000,1841,gorilla,16,70900000,inversed
human,16,66300000,907,gorilla,16,70850000,inversed
gorilla,16,10050000,2133,chimp,16,10050000,same orientation
gorilla,16,10050000,1768,human,16,9700000,same orientation
gorilla,16,10050000,656,human,16,9650000,same orientation
human,16,21550000,921,gorilla,16,24100000,same orientation
human,16,21550000,451,chimp,16,81000000,same orientation
human,16,21550000,450,chimp,16,27800000,same orientation
human,16,21550000,403,gorilla,16,24050000,same orientation
human,16,36450000,2861,gorilla,16,38150000,inversed
chimp,16,69100000,3184,human,16,65750000,inversed
chimp,16,67100000,2030,gorilla,16,69500000,same orientation
chimp,16,67100000,652,gorilla,16,69450000,same orientation
chimp,16,39200000,3208,human,16,36400000,same orientation
chimp,16,39650000,2822,gorilla,16,37750000,inversed
gorilla,16,15500000,1792,human,16,500000,same orientation
gorilla,16,15500000,734,chimp,16,2300000,same orientation
gorilla,16,15500000,289,human,16,14800000,same orientation
gorilla,16,15500000,263,chimp,16,15200000,same orientation
human,16,24000000,2712,gorilla,16,26650000,same orientation
human,16,28900000,2405,gorilla,16,32100000,same orientation
human,16,28900000,1648,chimp,16,30200000,same orientation
human,16,28900000,945,chimp,16,30250000,same orientation
human,16,28900000,321,chimp,16,46750000,same orientation
human,16,28900000,273,chimp,16,31800000,same orientation
gorilla,16,400000,2333,human,16,2250000,inversed
gorilla,16,400000,1562,chimp,16,450000,inversed
gorilla,16,400000,876,chimp,16,500000,inversed
chimp,16,44700000,2206,human,16,42900000,same orientation
chimp,16,44700000,2106,gorilla,16,46900000,same orientation
human,16,59500000,2167,chimp,16,58500000,same orientation
human,16,59500000,703,chimp,16,58550000,same orientation
gorilla,16,68000000,2704,chimp,16,65600000,same orientation
gorilla,16,64900000,2014,chimp,16,62500000,same orientation
gorilla,16,64900000,1047,human,16,60350000,same orientation
gorilla,16,64900000,1022,human,16,60300000,same orientation
human,16,30600000,585,chimp,16,42900000,same orientation
gorilla,16,53900000,2400,human,16,49800000,same orientation
gorilla,16,53900000,1706,chimp,16,51650000,same orientation
gorilla,16,53900000,1207,chimp,16,51600000,same orientation
gorilla,16,53900000,476,human,16,49750000,same orientation
gorilla,16,4350000,1676,chimp,16,4400000,same orientation
gorilla,16,4350000,1595,human,16,4150000,same orientation
gorilla,16,27450000,2848,chimp,16,23700000,inversed
human,16,2750000,2508,chimp,16,2950000,same orientation
human,16,2750000,2276,chimp,16,80850000,same orientation
human,16,2750000,1937,gorilla,16,2900000,same orientation
chimp,16,73700000,2457,human,16,64900000,same orientation
chimp,16,42200000,2241,human,16,31200000,inversed
chimp,16,42200000,536,human,16,31250000,inversed
gorilla,16,22500000,2115,chimp,16,21450000,same orientation
gorilla,16,22500000,803,chimp,16,21500000,same orientation
gorilla,16,22500000,649,chimp,16,18450000,same orientation
gorilla,16,22500000,573,human,16,17400000,same orientation
gorilla,16,22500000,295,human,16,27850000,same orientation
human,16,13000000,2206,gorilla,16,13500000,same orientation
human,16,13000000,2098,chimp,16,13400000,same orientation
human,16,13000000,506,chimp,16,13450000,same orientation
gorilla,16,2800000,1855,human,16,2600000,inversed
gorilla,16,2800000,1260,chimp,16,2800000,inversed
gorilla,16,2800000,1157,human,16,0,inversed
gorilla,16,2800000,611,chimp,16,2750000,inversed
human,16,28050000,471,chimp,16,81450000,inversed
human,16,28050000,387,gorilla,16,31200000,inversed
chimp,16,50100000,2828,gorilla,16,52350000,same orientation
chimp,16,50100000,2773,human,16,48250000,same orientation
chimp,16,50100000,280,human,16,48300000,same orientation
gorilla,16,71350000,2559,human,16,65850000,inversed
chimp,16,7350000,2197,human,16,7000000,same orientation
chimp,16,7350000,1600,gorilla,16,7300000,same orientation
gorilla,16,34050000,370,human,16,30450000,inversed
gorilla,16,34050000,287,chimp,16,31150000,inversed
chimp,16,46850000,3017,gorilla,16,49100000,same orientation
chimp,16,46850000,2527,human,16,45050000,same orientation
chimp,16,46850000,489,human,16,45000000,same orientation
chimp,16,14250000,2477,human,16,13800000,same orientation
chimp,16,14250000,2317,gorilla,16,14400000,same orientation
gorilla,16,64700000,719,chimp,16,57900000,inversed
human,16,57350000,2636,gorilla,16,61750000,same orientation
human,16,57350000,326,gorilla,16,61800000,same orientation
human,16,14950000,1551,chimp,16,15950000,inversed
human,16,14950000,1159,chimp,16,16000000,inversed
gorilla,16,66650000,1485,chimp,16,64250000,same orientation
chimp,16,69750000,2527,gorilla,16,72050000,same orientation
chimp,16,37450000,2257,human,16,34650000,same orientation
chimp,16,37450000,877,human,16,34700000,same orientation
gorilla,16,45050000,2906,human,16,41150000,same orientation
gorilla,16,62750000,3102,chimp,16,59900000,inversed
gorilla,16,49950000,2571,chimp,16,47700000,same orientation
gorilla,16,49950000,1652,human,16,45900000,same orientation
gorilla,16,49950000,1133,human,16,45850000,same orientation
human,16,74550000,2611,gorilla,16,79450000,same orientation
human,16,74550000,1649,chimp,16,77100000,same orientation
human,16,74550000,254,chimp,16,77150000,same orientation
gorilla,16,72050000,2187,chimp,16,69700000,same orientation
gorilla,16,72050000,405,chimp,16,69750000,same orientation
gorilla,16,60900000,2554,human,16,56150000,inversed
gorilla,16,60900000,2551,chimp,16,61750000,inversed
human,16,43550000,2532,gorilla,16,47550000,same orientation
human,16,43550000,1549,chimp,16,45300000,same orientation
human,16,43550000,1033,chimp,16,45350000,same orientation
human,16,40000000,3241,chimp,16,33600000,inversed
chimp,16,9500000,2257,human,16,9100000,same orientation
chimp,16,9500000,2200,gorilla,16,9500000,same orientation
chimp,16,9500000,344,human,16,9150000,same orientation
human,16,60350000,1919,gorilla,16,64900000,same orientation
human,16,60350000,1601,chimp,16,62500000,same orientation
human,16,60350000,801,chimp,16,62550000,same orientation
human,16,16700000,2934,chimp,16,17250000,inversed
human,16,16700000,2246,gorilla,16,17900000,inversed
human,16,16700000,652,gorilla,16,17850000,inversed
chimp,16,1100000,3028,human,16,1650000,inversed
human,16,32950000,1443,chimp,16,40700000,same orientation
human,16,32950000,956,chimp,16,40750000,same orientation
human,16,32950000,441,gorilla,16,19350000,same orientation
human,16,32950000,337,chimp,16,31850000,same orientation
human,16,32950000,316,gorilla,16,21600000,same orientation
gorilla,16,51650000,2810,chimp,16,49400000,same orientation
gorilla,16,51650000,2276,human,16,47550000,same orientation
gorilla,16,51650000,714,human,16,47600000,same orientation
gorilla,16,51650000,259,chimp,16,49450000,same orientation
gorilla,16,66950000,1882,human,16,70150000,inversed
gorilla,16,66950000,1120,human,16,70200000,inversed
chimp,16,71850000,1666,human,16,63050000,same orientation
chimp,16,71850000,1034,human,16,63100000,same orientation
human,16,73750000,1576,chimp,16,81200000,inversed
human,16,73750000,586,chimp,16,81150000,inversed
human,16,73750000,541,chimp,16,80150000,inversed
chimp,16,30850000,1535,human,16,29100000,inversed
chimp,16,30850000,505,gorilla,16,12300000,inversed
chimp,16,30850000,487,gorilla,16,33600000,inversed
chimp,16,30850000,442,human,16,11900000,inversed
chimp,16,30850000,359,human,16,29500000,inversed
human,16,23000000,2654,chimp,16,25500000,inversed
gorilla,16,54300000,2563,human,16,50150000,same orientation
gorilla,16,54300000,1708,chimp,16,52050000,same orientation
gorilla,16,54300000,982,chimp,16,52000000,same orientation
gorilla,16,3950000,2547,chimp,16,4000000,same orientation
gorilla,16,3950000,2491,human,16,3750000,same orientation
human,16,9450000,2396,chimp,16,9800000,same orientation
human,16,9450000,1961,gorilla,16,9800000,same orientation
human,16,9450000,760,gorilla,16,9850000,same orientation
human,16,9450000,311,chimp,16,9850000,same orientation
chimp,16,78400000,1394,gorilla,16,80650000,same orientation
chimp,16,78400000,710,gorilla,16,80600000,same orientation
chimp,16,78400000,377,gorilla,16,80350000,same orientation
gorilla,16,77500000,2267,chimp,16,75150000,same orientation
gorilla,16,77500000,2260,human,16,72650000,same orientation
human,16,18300000,2701,chimp,16,19300000,same orientation
human,16,18300000,2454,gorilla,16,20350000,same orientation
human,16,46000000,2428,chimp,16,47800000,same orientation
human,16,46000000,1902,gorilla,16,50050000,same orientation
human,16,46000000,983,gorilla,16,50100000,same orientation
human,16,46000000,576,chimp,16,47850000,same orientation
human,16,25050000,2801,chimp,16,23400000,inversed
chimp,16,36800000,2805,gorilla,16,40650000,inversed
human,16,75700000,1919,gorilla,16,79850000,inversed
human,16,75700000,1076,gorilla,16,79800000,inversed
chimp,16,64100000,1853,human,16,70650000,inversed
chimp,16,64100000,1297,human,16,70600000,inversed
chimp,16,32100000,340,human,16,41500000,same orientation
chimp,16,32100000,288,gorilla,16,45400000,same orientation
chimp,16,32100000,253,human,16,30750000,same orientation
chimp,16,34650000,2622,human,16,38950000,inversed
chimp,16,34650000,1861,gorilla,16,42800000,inversed
chimp,16,34650000,711,gorilla,16,42850000,inversed
human,16,58450000,2246,chimp,16,59750000,inversed
human,16,58450000,928,chimp,16,59700000,inversed
chimp,16,11700000,2579,human,16,11300000,same orientation
chimp,16,11700000,1517,gorilla,16,11650000,same orientation
chimp,16,11700000,946,gorilla,16,11700000,same orientation
chimp,16,32600000,2892,human,16,41000000,inversed
chimp,16,32600000,2314,gorilla,16,44900000,inversed
chimp,16,32600000,280,gorilla,16,44850000,inversed
human,16,52600000,2598,chimp,16,54500000,same orientation
human,16,52600000,2059,gorilla,16,56800000,same orientation
gorilla,16,31900000,2106,human,16,28700000,same orientation
gorilla,16,31900000,1235,chimp,16,30000000,same orientation
gorilla,16,31900000,958,chimp,16,30050000,same orientation
chimp,16,62150000,2300,gorilla,16,60500000,inversed
gorilla,16,63300000,1710,human,16,58800000,same orientation
gorilla,16,63300000,847,human,16,58750000,same orientation
human,16,44850000,329,chimp,16,31800000,inversed
human,16,44850000,309,gorilla,16,72600000,inversed
human,16,44850000,302,gorilla,16,53100000,inversed
human,16,44850000,295,gorilla,16,43150000,inversed
human,16,53200000,2491,chimp,16,55150000,same orientation
human,16,53200000,1997,gorilla,16,57500000,same orientation
human,16,53200000,309,chimp,16,55200000,same orientation
human,16,53200000,302,gorilla,16,57550000,same orientation
gorilla,16,62700000,3002,human,16,58200000,same orientation
gorilla,16,34600000,1721,human,16,30350000,inversed
gorilla,16,34600000,1427,chimp,16,31750000,inversed
gorilla,16,34600000,619,human,16,30850000,inversed
gorilla,16,34600000,538,chimp,16,31850000,inversed
gorilla,16,34600000,522,chimp,16,42650000,inversed
gorilla,16,34600000,510,human,16,30400000,inversed
gorilla,16,34600000,447,chimp,16,31650000,inversed
gorilla,16,34600000,369,chimp,16,43250000,inversed
gorilla,16,64150000,2485,human,16,59550000,inversed
gorilla,16,64150000,2389,chimp,16,58550000,inversed
gorilla,16,64150000,259,chimp,16,58600000,inversed
chimp,16,10300000,2364,human,16,9900000,same orientation
chimp,16,10300000,1957,gorilla,16,10300000,same orientation
chimp,16,10300000,814,gorilla,16,10250000,same orientation
chimp,16,10300000,554,human,16,9950000,same orientation
chimp,16,42900000,754,human,16,30600000,same orientation
chimp,16,42900000,747,human,16,31900000,same orientation
chimp,16,42900000,681,human,16,31950000,same orientation
chimp,16,42900000,673,human,16,32150000,same orientation
chimp,16,42900000,624,gorilla,16,33400000,same orientation
chimp,16,42900000,589,human,16,32000000,same orientation
chimp,16,42900000,577,human,16,32200000,same orientation
chimp,16,42900000,537,human,16,32050000,same orientation
gorilla,16,41100000,1957,human,16,37250000,same orientation
